link_id,minute_of_day,average_speed_mph,speed_std_across_days_mph,average_observed_flow_veh_h,flow_std_across_days_veh_h,contributing_weekdays,max_mapped_station_count,clock_la
L405S-012,180,66.28,0.9679876032264018,388.8,79.41788211731662,5,1,03:00
L405S-012,185,65.22,0.8584870412533969,480.0,36.98648401781386,5,1,03:05
L405S-012,190,65.24,0.35071355833501144,537.6,90.75681792570737,5,1,03:10
L405S-012,195,65.72,0.9984988733093293,607.2,69.24738262201684,5,1,03:15
L405S-012,200,65.34,1.5993748778819776,588.0,75.8946638440411,5,1,03:20
L405S-012,205,65.66,1.908664454533587,763.2,60.35892643180459,5,1,03:25
L405S-012,210,65.2,0.8154753215150032,768.0,125.85706178041819,5,1,03:30
L405S-012,215,65.08,1.2735776379946369,813.6,92.71893010599292,5,1,03:35
L405S-012,220,66.17999999999999,1.6177144370994514,902.4,64.2868571326986,5,1,03:40
L405S-012,225,66.56,1.0310189135025534,1017.6,137.1889208354669,5,1,03:45
L405S-012,230,66.0,1.4611639196202468,955.2,62.69928229254303,5,1,03:50
L405S-012,235,66.7,1.7291616465790547,880.8,115.28746679496433,5,1,03:55
L405S-012,240,66.2,0.8154753215150088,890.4,82.00487790369547,5,1,04:00
L405S-012,245,66.75999999999999,1.0382677881933908,842.4,111.73540173105388,5,1,04:05
L405S-012,250,66.44,1.7008821240756296,1190.4,67.02835221009092,5,1,04:10
L405S-012,255,66.9,1.7277152543170984,1286.4,82.00487790369546,5,1,04:15
L405S-012,260,66.14,2.19385505446464,1392.0,153.44054223053305,5,1,04:20
L405S-012,265,66.52000000000001,2.2241852440837806,1648.8,182.1076604649019,5,1,04:25
L405S-012,270,66.72,1.6513630733427493,2076.0,127.27922061357856,5,1,04:30
L405S-012,275,65.47999999999999,2.3123581037546934,2505.6,152.35747438179723,5,1,04:35
L405S-012,280,65.94,1.5290519938837952,2796.0,150.11995203836165,5,1,04:40
L405S-012,285,65.62,2.7371518043396867,2872.8,304.8330690722383,5,1,04:45
L405S-012,290,65.8,2.4114311103574946,2904.0,197.9090700296477,5,1,04:50
L405S-012,295,64.82000000000001,3.3670461832294434,2563.2,234.01538410967765,5,1,04:55
L405S-012,300,65.61999999999999,3.447752891377224,2232.0,268.7303481187043,5,1,05:00
L405S-012,305,65.5,3.880721582386449,2366.4,73.19016327348912,5,1,05:05
L405S-012,310,65.78,4.008989897717378,2498.4,203.36371357742266,5,1,05:10
L405S-012,315,65.91999999999999,2.941428224519511,2834.4,79.32717062898438,5,1,05:15
L405S-012,320,64.67999999999999,3.136399209284432,3314.4,135.07331342645003,5,1,05:20
L405S-012,325,64.66,3.7839133182460714,3561.6,285.28722368868887,5,1,05:25
L405S-012,330,63.9,4.148493702538308,3820.8,338.30637002575054,5,1,05:30
L405S-012,335,64.03999999999999,3.3515667977827976,4248.0,120.8966500776593,5,1,05:35
L405S-012,340,63.1,3.7483329627982664,4958.4,352.9713869423412,5,1,05:40
L405S-012,345,63.14,3.963962663799949,5352.0,234.99787233079365,5,1,05:45
L405S-012,350,62.82000000000001,3.5681928199019732,5596.8,385.1794387035736,5,1,05:50
L405S-012,355,62.84000000000001,4.271182506051453,5488.8,214.93068650148587,5,1,05:55
L405S-012,360,62.08,3.1260198335903113,4872.0,335.5711548986295,5,1,06:00
L405S-012,365,60.58,2.1764650238402656,4857.6,312.27680029102396,5,1,06:05
L405S-012,370,60.5,2.667395733669825,5272.8,369.7285490735061,5,1,06:10
L405S-012,375,60.14,2.287575135378069,5805.6,298.7252918652856,5,1,06:15
L405S-012,380,59.2,2.241651177145987,6547.2,508.8764093569282,5,1,06:20
L405S-012,385,58.239999999999995,2.9330871108782293,6595.2,696.8580917231284,5,1,06:25
L405S-012,390,57.260000000000005,3.068061277093401,7140.0,529.497875349845,5,1,06:30
L405S-012,395,56.04,2.9159903977894,7600.8,294.01224464297405,5,1,06:35
L405S-012,400,55.160000000000004,3.799078835717941,7855.2,349.30101631687245,5,1,06:40
L405S-012,405,52.86,5.556797638928376,7922.4,206.0019417384215,5,1,06:45
L405S-012,410,50.52,4.286257108480542,7989.6,288.1749468638798,5,1,06:50
L405S-012,415,47.120000000000005,7.105068613321057,7404.0,446.7482512556708,5,1,06:55
L405S-012,420,47.120000000000005,6.199758059795561,7478.4,150.21584470354645,5,1,07:00
L405S-012,425,46.86,6.818944199801019,7420.8,431.716573691583,5,1,07:05
L405S-012,430,44.92,7.824768367178673,7332.0,366.04917702407147,5,1,07:10
L405S-012,435,44.44,7.720297921712606,7447.2,154.51601858707076,5,1,07:15
L405S-012,440,42.88,8.261476865548923,7490.4,294.2325610805168,5,1,07:20
L405S-012,445,40.12,9.599322892787805,7171.2,310.1019187299557,5,1,07:25
L405S-012,450,38.239999999999995,10.18788496205174,7284.0,644.7138900318497,5,1,07:30
L405S-012,455,37.32000000000001,9.662660089230085,7140.0,609.6425182022658,5,1,07:35
L405S-012,460,36.8,8.519389649499546,7312.8,621.549032659532,5,1,07:40
L405S-012,465,35.08,9.63156269771422,6856.8,671.0672097487702,5,1,07:45
L405S-012,470,34.839999999999996,9.494630061250415,6924.0,524.8542654870969,5,1,07:50
L405S-012,475,33.82,9.366803083229623,6816.0,735.0918309980053,5,1,07:55
L405S-012,480,37.239999999999995,7.141288399161598,6940.8,295.35605631169983,5,1,08:00
L405S-012,485,36.480000000000004,10.39119819847548,6796.8,574.6609435136513,5,1,08:05
L405S-012,490,36.339999999999996,10.567308077273044,6708.0,418.02392276040854,5,1,08:10
L405S-012,495,35.019999999999996,11.467650151622172,6595.2,379.34048030759914,5,1,08:15
L405S-012,500,32.84,13.424343559370048,6345.6,594.1151403558067,5,1,08:20
L405S-012,505,32.779999999999994,13.67779221950677,6588.0,519.4073545878996,5,1,08:25
L405S-012,510,32.32000000000001,12.8828180147047,6508.8,527.2221543144786,5,1,08:30
L405S-012,515,33.82000000000001,12.981024612872437,6576.0,670.820393249937,5,1,08:35
L405S-012,520,33.78,14.261556717273187,6417.6,700.1976863714989,5,1,08:40
L405S-012,525,35.160000000000004,13.489736839538418,6739.2,382.92975857198667,5,1,08:45
L405S-012,530,35.48,12.455199717387112,6648.0,506.84908996662904,5,1,08:50
L405S-012,535,37.4,10.702102597153512,6650.4,250.76841906428325,5,1,08:55
L405S-012,540,38.519999999999996,10.843292857799241,6662.4,614.313275129229,5,1,09:00
L405S-012,545,41.059999999999995,10.173396679575607,6544.8,452.003539809148,5,1,09:05
L405S-012,550,43.86,10.304513574157685,6619.2,565.2496793453314,5,1,09:10
L405S-012,555,44.82000000000001,11.634302729429038,6403.2,822.1795424358356,5,1,09:15
L405S-012,560,46.56,10.515845187144969,6429.6,797.90525753375,5,1,09:20
L405S-012,565,48.120000000000005,9.313270102386165,6535.2,948.060757546688,5,1,09:25
L405S-012,570,49.42,8.095492573030995,6367.2,994.9367819112931,5,1,09:30
L405S-012,575,50.58,8.316068782784331,6508.8,534.1415542718989,5,1,09:35
L405S-012,580,52.8,6.421448434738067,6600.0,485.14740028160514,5,1,09:40
L405S-012,585,54.160000000000004,5.689288180431713,6338.4,532.0345853419682,5,1,09:45
L405S-012,590,54.96,5.521141186385288,6180.0,316.46800786177425,5,1,09:50
L405S-012,595,55.08,3.8925570002249184,6079.2,283.28642748991695,5,1,09:55
L405S-012,600,56.67999999999999,2.7188232748746257,5457.6,433.447574684644,5,1,10:00
L405S-012,605,58.019999999999996,1.9979989989987432,5385.6,289.17261281110285,5,1,10:05
L405S-012,610,57.720000000000006,1.7512852423291885,5140.8,265.0343373980059,5,1,10:10
L405S-012,615,58.31999999999999,0.8167006795638211,5558.4,288.29984391254885,5,1,10:15
L405S-012,620,59.36,0.4827007354458856,5287.2,398.5915202309251,5,1,10:20
L405S-012,625,59.239999999999995,0.7127411872482166,5361.6,326.3691161859528,5,1,10:25
L405S-012,630,59.239999999999995,0.9762171889492643,5364.0,422.98936156834964,5,1,10:30
L405S-012,635,59.64,0.6024948132556822,5083.2,224.9159843141434,5,1,10:35
L405S-012,640,59.279999999999994,0.8074651695274551,5611.2,316.8772633055266,5,1,10:40
L405S-012,645,58.5,1.8721645226848997,5572.8,403.7068243168549,5,1,10:45
L405S-012,650,57.67999999999999,1.617714437099448,5846.4,661.5472772221196,5,1,10:50
L405S-012,655,57.98,1.7991664736760733,5227.2,308.8222789890652,5,1,10:55
L405S-012,660,57.85999999999999,1.6379865689315036,5215.2,375.9084995048662,5,1,11:00
L405S-012,665,57.879999999999995,1.2557866060760476,5301.6,350.10398455316096,5,1,11:05
L405S-012,670,58.58,1.0545141061171242,5164.8,212.57281105541222,5,1,11:10
L405S-012,675,58.919999999999995,1.1519548602267358,5467.2,519.5875287186943,5,1,11:15
L405S-012,680,59.02,1.5959323293924452,5083.2,187.94467270981644,5,1,11:20
L405S-012,685,57.88000000000001,1.5089731607951165,5414.4,422.68285983701776,5,1,11:25
L405S-012,690,57.879999999999995,2.1947665023869862,5289.6,511.8953017952011,5,1,11:30
L405S-012,695,58.02,1.783816134022787,5272.8,479.2193652180596,5,1,11:35
L405S-012,700,58.160000000000004,1.9243180610283699,5764.8,388.06597377250165,5,1,11:40
L405S-012,705,57.96,1.3794926603646722,5488.8,231.69635301402568,5,1,11:45
L405S-012,710,58.5,1.0908712114635781,5481.6,666.3728685953532,5,1,11:50
L405S-012,715,58.339999999999996,1.3221195104830672,5364.0,293.2030013488948,5,1,11:55
L405S-012,720,58.64,1.3685759021698456,5116.8,618.3552377072583,5,1,12:00
L405S-012,725,58.660000000000004,1.7601136326953475,5018.4,382.1580824737324,5,1,12:05
L405S-012,730,59.4,1.2708265027138792,5215.2,400.5735887449396,5,1,12:10
L405S-012,735,59.2,2.102379604162867,5565.6,314.230488654427,5,1,12:15
L405S-012,740,59.44,2.1489532335534856,5354.4,200.15194228385602,5,1,12:20
L405S-012,745,59.620000000000005,2.051097267318153,5368.8,264.89847111676573,5,1,12:25
L405S-012,750,59.8,1.901315334183156,5450.4,619.0999919237603,5,1,12:30
L405S-012,755,59.86,1.5339491516996253,5455.2,315.85313042615235,5,1,12:35
L405S-012,760,59.739999999999995,1.9243180610283714,5716.8,493.72380943195355,5,1,12:40
L405S-012,765,60.160000000000004,1.781291666179346,5656.8,170.46759222796567,5,1,12:45
L405S-012,770,59.54,1.848783383741867,5500.8,403.4392147523589,5,1,12:50
L405S-012,775,59.85999999999999,1.8105247858010676,5356.8,359.8599727671862,5,1,12:55
L405S-012,780,60.279999999999994,1.9562719647329214,5068.8,475.5998317913916,5,1,13:00
L405S-012,785,60.019999999999996,1.6053037095827063,5191.2,206.5604027881433,5,1,13:05
L405S-012,790,60.9,1.3546217184144105,5527.2,373.7956661064973,5,1,13:10
L405S-012,795,61.36,1.3867227552759096,5416.8,347.44093023131285,5,1,13:15
L405S-012,800,61.2,1.647725705328406,5553.6,336.7919238936705,5,1,13:20
L405S-012,805,61.220000000000006,2.1288494545176273,5604.0,233.30666514268296,5,1,13:25
L405S-012,810,61.52,2.0656718035544728,5577.6,437.0867190844398,5,1,13:30
L405S-012,815,61.239999999999995,2.187007087322764,5479.2,341.06187121987125,5,1,13:35
L405S-012,820,61.32000000000001,2.6281171967779473,5889.6,218.22190540823348,5,1,13:40
L405S-012,825,60.739999999999995,2.4744696401451347,5786.4,322.038507014301,5,1,13:45
L405S-012,830,60.7,2.3140872930812275,5532.0,183.76071397336264,5,1,13:50
L405S-012,835,61.760000000000005,2.2478878975607306,5311.2,351.1512494638173,5,1,13:55
L405S-012,840,61.94,1.585244460643209,5131.2,304.2420089336777,5,1,14:00
L405S-012,845,62.17999999999999,1.864671552847845,5277.6,488.9466228536608,5,1,14:05
L405S-012,850,62.779999999999994,1.7166828478201823,5301.6,552.6127034370454,5,1,14:10
L405S-012,855,62.18000000000001,2.0339616515558983,5253.6,395.0351883060547,5,1,14:15
L405S-012,860,61.3,2.7358728040608935,5779.2,838.8248923345087,5,1,14:20
L405S-012,865,61.48,2.667770604830931,5414.4,404.22370044320763,5,1,14:25
L405S-012,870,61.56,2.6847718711279773,5452.8,204.45830870864606,5,1,14:30
L405S-012,875,61.9,2.060339777803653,5349.6,328.7868610513504,5,1,14:35
L405S-012,880,62.1,2.187464285422738,5745.6,278.51894011000394,5,1,14:40
L405S-012,885,62.0,2.396872962841379,5719.2,211.04312355535302,5,1,14:45
L405S-012,890,61.46,2.046460358765841,5812.8,71.29656373206217,5,1,14:50
L405S-012,895,61.760000000000005,2.050121947592386,5637.6,246.42402480277767,5,1,14:55
L405S-012,900,61.81999999999999,1.813008549345534,5287.2,375.9084995048662,5,1,15:00
L405S-012,905,62.17999999999999,1.9136352839556485,5563.2,485.34029299039247,5,1,15:05
L405S-012,910,62.4,2.040833163195855,5371.2,291.306024654486,5,1,15:10
L405S-012,915,62.05999999999999,1.8716303053755032,5865.6,298.24285406359695,5,1,15:15
L405S-012,920,61.56,1.5582040944625979,5632.8,215.09811714657104,5,1,15:20
L405S-012,925,61.21999999999999,1.962651268055534,5572.8,327.82190286800545,5,1,15:25
L405S-012,930,61.2,1.6309506430300067,5740.8,358.85818926144066,5,1,15:30
L405S-012,935,61.419999999999995,1.5754364474646403,5601.6,206.35115701153694,5,1,15:35
L405S-012,940,60.660000000000004,1.8146625030566976,5980.8,242.1800982739911,5,1,15:40
L405S-012,945,60.75999999999999,2.5451915448547275,5815.2,271.87349999586206,5,1,15:45
L405S-012,950,61.1,2.4413111231467406,5484.0,330.59945553494185,5,1,15:50
L405S-012,955,61.6,1.8343936327844188,5539.2,458.6449607267042,5,1,15:55
L405S-012,960,61.660000000000004,0.9316651759081688,5404.8,252.37115524560247,5,1,16:00
L405S-012,965,61.44,1.9007893097342508,5064.0,235.91523901605,5,1,16:05
L405S-012,970,61.14,2.114946807841753,5704.8,193.04714450102597,5,1,16:10
L405S-012,975,61.52,1.8130085493455401,5577.6,152.1210044668389,5,1,16:15
L405S-012,980,60.58,1.5122830422906965,5779.2,457.38736318354927,5,1,16:20
L405S-012,985,60.58,0.9984988733093288,5239.2,385.73980867937394,5,1,16:25
L405S-012,990,61.5,1.3729530217745962,5246.4,642.7789666751706,5,1,16:30
L405S-012,995,60.98,1.6679328523654668,5484.0,410.1121797752415,5,1,16:35
L405S-012,1000,61.080000000000005,1.4855975228843106,5553.6,446.2160911486721,5,1,16:40
L405S-012,1005,59.88000000000001,2.662141994710271,5625.6,443.30215429208107,5,1,16:45
L405S-012,1010,59.5,3.8307962618755886,5294.4,437.74513132643756,5,1,16:50
L405S-012,1015,59.17999999999999,2.755358415887121,5520.0,460.47801250439744,5,1,16:55
L405S-012,1020,60.52,3.369272918598308,5282.4,129.91073858615385,5,1,17:00
L405S-012,1025,60.879999999999995,3.250692233971094,5469.6,335.82852767446656,5,1,17:05
L405S-012,1030,60.36,3.455141096974187,5704.8,279.70555947281423,5,1,17:10
L405S-012,1035,60.260000000000005,3.6363443181305017,5587.2,470.041700277752,5,1,17:15
L405S-012,1040,59.68000000000001,4.044378815096332,5594.4,511.0506824180945,5,1,17:20
L405S-012,1045,58.3,7.725283166331185,5239.2,553.9270710120602,5,1,17:25
L405S-012,1050,54.86,14.240891826005841,4862.4,917.0151579990377,5,1,17:30
L405S-012,1055,54.220000000000006,17.311181357723683,4783.2,383.39953051614447,5,1,17:35
L405S-012,1060,57.02,12.578433924777757,5047.2,642.4540450491381,5,1,17:40
L405S-012,1065,58.88000000000001,7.690383605516697,5011.2,540.772780380078,5,1,17:45
L405S-012,1070,60.9,4.618441295502199,4752.0,280.0142853498728,5,1,17:50
L405S-012,1075,61.7,2.7793884219374543,4694.4,618.8673525077891,5,1,17:55
L405S-012,1080,62.96,2.3733941939762095,4665.6,575.0867760607957,5,1,18:00
L405S-012,1085,63.4,1.6294170736800264,4615.2,441.03877380565984,5,1,18:05
L405S-012,1090,64.12,1.2949903474543711,4814.4,309.14850800222223,5,1,18:10
L405S-012,1095,63.42,1.0401922899156688,5052.0,436.39431710323635,5,1,18:15
L405S-012,1100,62.04,1.7444196742756621,5138.4,517.0733023469691,5,1,18:20
L405S-012,1105,62.54,2.1255587500702053,4730.4,672.3427697238963,5,1,18:25
L405S-012,1110,63.3,1.7277152543170966,4807.2,691.7768426306276,5,1,18:30
L405S-012,1115,64.12,1.6452963258939097,4514.4,459.4918932908393,5,1,18:35
L405S-012,1120,64.06,1.8514858897652935,4663.2,644.2446740175661,5,1,18:40
L405S-012,1125,64.26,1.9565275362232912,4521.6,424.5524702554443,5,1,18:45
L405S-012,1130,64.8,1.3982131454109594,4646.4,423.1935727300216,5,1,18:50
L405S-012,1135,64.2,1.539480431834063,4550.4,616.419337788814,5,1,18:55
L405S-012,1140,64.78,2.0608250774871726,4411.2,541.3715914231186,5,1,19:00
L405S-012,1145,65.26,2.2656124999655174,4500.0,357.39054268405033,5,1,19:05
L405S-012,1150,64.8,1.298075498574713,4240.8,257.3153707029566,5,1,19:10
L405S-012,1155,65.22,1.3809417076763226,4310.4,469.1831199009615,5,1,19:15
L405S-012,1160,65.7,1.2469963913339974,4300.8,607.9039397799622,5,1,19:20
L405S-012,1165,65.47999999999999,1.7079227148791025,4473.6,391.6488222885394,5,1,19:25
L405S-012,1170,66.58,1.681368490248346,3924.0,450.03999822238023,5,1,19:30
L405S-012,1175,65.91999999999999,2.1672563300172905,4221.6,379.7957345732044,5,1,19:35
L405S-012,1180,65.66,2.944146735473625,4358.4,514.3508530176654,5,1,19:40
L405S-012,1185,66.12,2.4014578905323343,3844.8,400.12398078595584,5,1,19:45
L405S-012,1190,66.08,1.9136352839556436,3914.4,322.15027549266506,5,1,19:50
L405S-012,1195,66.28,2.3015212360523623,3686.4,400.37582344592187,5,1,19:55
L405S-012,1200,65.74,1.921717981390606,3859.2,437.0208233025058,5,1,20:00
L405S-012,1205,65.03999999999999,1.882285844392403,3871.2,547.257891674483,5,1,20:05
L405S-012,1210,64.9,1.6201851746019655,3806.4,441.26726595114667,5,1,20:10
L405S-012,1215,65.3,1.4949916387726123,3552.0,243.57339756221327,5,1,20:15
L405S-012,1220,65.7,1.9685019685029577,3643.2,388.06597377250176,5,1,20:20
L405S-012,1225,64.86,2.1824298385056933,3777.6,338.8167646383514,5,1,20:25
L405S-012,1230,65.1,2.5268557536986513,3693.6,382.53470430798825,5,1,20:30
L405S-012,1235,65.0,1.6294170736800329,3547.2,528.9264599166883,5,1,20:35
L405S-012,1240,64.8,0.7615773105863906,3508.8,422.4443158571316,5,1,20:40
L405S-012,1245,65.14,2.062280291328024,3403.2,407.5232508704258,5,1,20:45
L405S-012,1250,65.08,2.1844907873461,3307.2,404.95333064440894,5,1,20:50
L405S-012,1255,64.96,1.6592166826548047,3475.2,509.7246315413843,5,1,20:55
L405S-012,1260,65.42,1.5006665185843258,3261.6,498.57075726520503,5,1,21:00
L405S-012,1265,65.62,1.6346253393362078,3225.6,438.48466335779636,5,1,21:05
L405S-012,1270,65.46,1.4673104647619744,3232.8,303.8868210370433,5,1,21:10
L405S-012,1275,65.02000000000001,0.8408329203831197,3285.6,458.9431337322741,5,1,21:15
L405S-012,1280,65.42,1.617714437099458,3172.8,470.65401304992605,5,1,21:20
L405S-012,1285,65.64,2.417229819442081,3112.8,521.1095854040683,5,1,21:25
L405S-012,1290,65.55999999999999,1.6592166826548014,3175.2,422.01800909439874,5,1,21:30
L405S-012,1295,65.67999999999999,1.0425929215182668,3079.2,731.2422307279579,5,1,21:35
L405S-012,1300,66.02000000000001,2.052315765178448,2918.4,505.0988022159625,5,1,21:40
L405S-012,1305,66.26,2.030517175499876,2966.4,649.520438477497,5,1,21:45
L405S-012,1310,66.46,1.301153334545928,2685.6,548.9524569577952,5,1,21:50
L405S-012,1315,66.32,0.739594483484025,2354.4,479.5047445020748,5,1,21:55
L405S-012,1320,65.88,0.6058052492344355,2380.8,295.9648627793509,5,1,22:00
L405S-012,1325,65.17999999999999,1.461848145328374,2916.0,975.3276372583728,5,1,22:05
L405S-012,1330,65.28,0.7049822692805862,2551.2,352.37934105165704,5,1,22:10
L405S-012,1335,66.2,1.2083045973594624,2416.8,277.76824872544375,5,1,22:15
L405S-012,1340,65.47999999999999,1.4956603892595404,2186.4,341.6735283863823,5,1,22:20
L405S-012,1345,66.0,1.3266499161421612,2162.4,432.11665091731885,5,1,22:25
L405S-012,1350,66.28,0.8584870412533857,2090.4,390.54423565071346,5,1,22:30
L405S-012,1355,65.84,1.6622274212634072,2121.6,300.88668963581625,5,1,22:35
L405S-012,1360,66.78,1.5056560032092325,2097.6,444.9233641875868,5,1,22:40
L405S-012,1365,66.96000000000001,1.2720062892926243,1924.8,514.0848179045944,5,1,22:45
L405S-012,1370,66.74,0.9343446901438472,1795.2,419.0217178142441,5,1,22:50
L405S-012,1375,65.8,1.0344080432788618,1720.8,374.853571411558,5,1,22:55
L405S-012,1380,66.78,1.3535139452550888,1612.8,411.39178406963845,5,1,23:00
L405S-012,1385,67.24,1.2581732790041293,1507.2,326.5014548206485,5,1,23:05
L405S-012,1390,67.78,0.8786353054595503,1461.6,332.7052749807253,5,1,23:10
L405S-012,1395,67.46000000000001,1.0644247272588072,1507.2,282.26795779896804,5,1,23:15
L405S-012,1400,66.9,1.0222524150130456,1548.0,349.5482799271082,5,1,23:20
L405S-012,1405,66.85999999999999,1.3315404612703279,1512.0,551.6738166706845,5,1,23:25
L405S-012,1410,66.46000000000001,1.1823705003085985,1356.0,470.6081172270619,5,1,23:30
L405S-012,1415,66.24,2.0181674856165914,1348.8,324.39975339078177,5,1,23:35
L405S-012,1420,66.64,1.2177848742696669,1221.6,332.7052749807253,5,1,23:40
L405S-012,1425,65.78,1.0592450141492318,1144.8,370.11781907927644,5,1,23:45
L405S-012,1430,65.84,1.0784247771634332,1135.2,345.36241833760664,5,1,23:50
L405S-012,1435,65.61999999999999,2.7179036038829687,1039.2,345.36241833760664,5,1,23:55
L405S-018,0,68.16,0.43931765272977524,1219.2,322.06086381303766,5,1,00:00
L405S-018,5,68.08,0.6260990336999404,1382.4,300.88668963581625,5,1,00:05
L405S-018,10,68.0,0.29154759474226727,1296.0,295.6484398741181,5,1,00:10
L405S-018,15,67.86,0.2880972058177578,1372.8,280.73332541755707,5,1,00:15
L405S-018,20,67.22,1.0256705123966432,1195.2,365.1235407365567,5,1,00:20
L405S-018,25,67.9,0.787400787401182,1204.8,235.54872107485534,5,1,00:25
L405S-018,30,67.92,1.0616025621672147,1212.0,339.4112549695428,5,1,00:30
L405S-018,35,67.74,0.39115214431215856,1096.8,388.8999871432243,5,1,00:35
L405S-018,40,67.6,1.14673449411797,1087.2,254.07715363644957,5,1,00:40
L405S-018,45,67.12,0.516720427310553,876.0,241.19701490690136,5,1,00:45
L405S-018,50,67.66,1.1610340218959965,849.6,179.07763679477122,5,1,00:50
L405S-018,55,67.47999999999999,0.42661458015403325,828.0,68.41052550594829,5,1,00:55
L405S-018,60,66.85999999999999,0.698569967862917,950.4,291.0340186301251,5,1,01:00
L405S-018,65,66.66,0.38470768123342247,864.0,151.55197128378106,5,1,01:05
L405S-018,70,67.53999999999999,0.3507135583350048,878.4,158.60895308903594,5,1,01:10
L405S-018,75,67.08,0.8927485648266241,854.4,98.73601166747622,5,1,01:15
L405S-018,80,67.16,0.9181503144910449,794.4,158.3818171382056,5,1,01:20
L405S-018,85,66.52000000000001,1.0848963084092405,715.2,139.0654522158541,5,1,01:25
L405S-018,90,66.16,0.9607288899580405,756.0,134.43213901444847,5,1,01:30
L405S-018,95,66.9,0.7106335201775933,784.8,154.98128919324424,5,1,01:35
L405S-018,100,66.66,0.6387487769068503,717.6,31.06122985330748,5,1,01:40
L405S-018,105,66.55999999999999,0.6618156843109665,746.4,103.71499409439312,5,1,01:45
L405S-018,110,66.74,0.26076809620811214,715.2,117.75907608333209,5,1,01:50
L405S-018,115,66.08,0.7085195833567299,696.0,150.83766107971843,5,1,01:55
L405S-018,120,66.47999999999999,0.3563705936241016,698.4,74.6511888719798,5,1,02:00
L405S-018,125,65.82000000000001,0.6016643582596559,628.8,84.68293806901129,5,1,02:05
L405S-018,130,66.47999999999999,0.580517010948001,669.6,73.68039087844201,5,1,02:10
L405S-018,135,66.52,0.7854934754662167,717.6,108.46566276937601,5,1,02:15
L405S-018,140,66.36,0.6985699678629178,679.2,86.78248671246982,5,1,02:20
L405S-018,145,66.36,0.5029910535983678,717.6,99.82384484681003,5,1,02:25
L405S-018,150,66.32000000000001,0.08366600265341236,784.8,78.5060507222214,5,1,02:30
L405S-018,155,66.41999999999999,0.5718391382198347,712.8,54.72842040475863,5,1,02:35
L405S-018,160,66.26,0.7162401831787972,664.8,55.38230764422876,5,1,02:40
L405S-018,165,66.78,0.5585696017507613,679.2,112.12136281726156,5,1,02:45
