time_hour,speed_mph,lambda_truth_vehphpl,mu_truth_vehphpl,net_flow_truth_vehphpl,queue_truth_veh_per_lane,density_truth_vehpmipl,source_type,is_observed
17.08333333333335,22.302047276164355,1564.4287109374973,1549.0478515624975,15.380859374999716,35.095214843750256,69.45765258143209,synthetic_exact,False
17.166666666666682,21.80985097061564,1550.6249999999975,1536.9140624999977,13.710937499999709,36.30859375000021,70.46880166997374,synthetic_exact,False
17.250000000000014,21.3885993761005,1538.110351562498,1526.2451171874982,11.865234374999705,37.37548828125017,71.35788044601536,synthetic_exact,False
17.33333333333335,21.039121836576705,1527.031249999998,1517.1874999999984,9.843749999999615,38.28125000000016,72.11268187830701,synthetic_exact,False
17.416666666666686,20.762746901340662,1517.5341796874982,1509.8876953124986,7.646484374999517,39.01123046875015,72.72099893559866,synthetic_exact,False
17.500000000000018,20.561423330732286,1509.7656249999986,1504.492187499999,5.273437499999512,39.55078125000009,73.17062458664029,synthetic_exact,False
17.58333333333335,20.437858526258385,1503.872070312499,1501.1474609374995,2.7246093749995146,39.88525390625005,73.44935180018192,synthetic_exact,False
17.666666666666686,20.39568345323741,1499.9999999999993,1500.0,-5.995204332975888e-13,40.0,73.54497354497354,synthetic_exact,False
17.75000000000002,20.439655646226164,1498.2958984375,1501.1962890625007,-2.900390625000723,39.880371093749936,73.44528278976516,synthetic_exact,False
17.833333333333353,20.57591567554588,1498.9062500000005,1504.8828125000011,-5.976562500000722,39.51171874999988,73.13807250330679,synthetic_exact,False
17.916666666666686,20.812318125436203,1501.9775390625011,1511.2060546875018,-9.228515625000716,38.87939453124983,72.61113565434839,synthetic_exact,False
18.00000000000002,21.15886667625496,1507.6562500000018,1520.3125000000027,-12.656250000000854,37.96874999999973,71.85226521163999,synthetic_exact,False
18.083333333333357,21.628295898493292,1516.088867187503,1532.3486328125039,-16.259765625001002,36.765136718749616,70.84925414393156,synthetic_exact,False
18.16666666666669,22.236862523806348,1527.4218750000036,1547.4609375000045,-20.039062500000995,35.25390624999955,69.58989541997317,synthetic_exact,False
18.25000000000002,23.005440808961723,1541.801757812504,1565.795898437505,-23.994140625000984,33.42041015624949,68.0619820085148,synthetic_exact,False
18.333333333333357,23.96106813077145,1559.3750000000055,1587.5000000000066,-28.125000000001148,31.249999999999336,66.25330687830632,synthetic_exact,False
18.416666666666693,25.139172566895535,1580.288085937507,1612.7197265625084,-32.43164062500132,28.72802734374915,64.15166299809783,synthetic_exact,False
18.500000000000025,26.586860922940925,1604.6875000000077,1641.601562500009,-36.91406250000131,25.83984374999908,61.74484333663946,synthetic_exact,False
18.583333333333357,28.36790600229097,1632.7197265625084,1674.2919921875098,-41.57226562500129,22.570800781249016,59.02064086268106,synthetic_exact,False
18.666666666666693,30.570552826914604,1664.5312500000105,1710.937500000012,-46.40625000000148,18.90624999999879,55.96684854497255,synthetic_exact,False
18.75000000000003,33.32019418775969,1700.268554687513,1751.6845703125146,-51.416015625001684,14.83154296874854,52.57125935226401,synthetic_exact,False
18.83333333333336,36.80086783966263,1740.0781250000139,1796.6796875000155,-56.60156250000167,10.332031249998458,48.82166625330558,synthetic_exact,False
18.916666666666693,41.29367479779493,1784.1064453125146,1846.0693359375161,-61.96289062500164,5.393066406248385,44.70586221684721,synthetic_exact,False
19.00000000000003,47.25000000000236,1832.5000000000173,1900.000000000019,-67.50000000000186,-1.918465386552298e-12,40.21164021163861,synthetic_exact,False
